12211159, None,,,,
26797347,28943647,28683764,,,
28899782, None,,,,
28739296, None,,,,
29208179, None,,,,
25564508,27841912,,,,
28837807, None,,,,
28936442, None,,,,
28816461, None,,,,
29067359, None,,,,
28982851, None,,,,
28929779, None,,,,
28798174, None,,,,
28783371, None,,,,
28515179, None,,,,
28060125, None,,,,
28695886, None,,,,
28683764, None,,,,
28797443, None,,,,
28093007, None,,,,
28788903, None,,,,
28756931, None,,,,
28650422,27885340,,,,
28611128, None,,,,
26717146, None,,,,
28794294, None,,,,
28258383, None,,,,
28591342, None,,,,
28538834, None,,,,
28514309,28837075,28816990,,,
28503193,29450245,29073748,28932260,,
28279889,28933738,,,,
28232157, None,,,,
27013470,28849154,28388926,,,
26993295,28804724,28154773,27905994,27732565,27588402
28756930, None,,,,
28652764, None,,,,
28578292, None,,,,
28213740, None,,,,
29147436, None,,,,
28589014, None,,,,
26887384,28606154,,,,
28611662, None,,,,
28603363, None,,,,
24732801,28378742,27640307,,,
28356761,29218107,,,,
28288081, None,,,,
28237802, None,,,,
28193790, None,,,,
28159785,29187396,29184097,,,
28452094, None,,,,
28428609, None,,,,
28418474, None,,,,
28343511, None,,,,
28191722, None,,,,
28151913,29184720,28756380,28538423,,
28089016, None,,,,
27862525, None,,,,
26755750, None,,,,
28454213, None,,,,
28417056,29043105,,,,
28408845, None,,,,
28264024,29108001,,,,
28064098, None,,,,
28646838, None,,,,
28321049, None,,,,
28243335, None,,,,
28182034,29207768,28791249,,,
28168131, None,,,,
28123707, None,,,,
28075168, None,,,,
28061879,28732528,,,,
28042118,29270435,,,,
27936486, None,,,,
27902473, None,,,,
27858200,29435014,27999417,,,
28643818,28914096,,,,
28272703, None,,,,
28232911, None,,,,
28231299,29190828,,,,
28182513, None,,,,
28082422, None,,,,
28029904, None,,,,
26763619, None,,,,
28202934, None,,,,
28105112, None,,,,
27878274,28713327,,,,
26614779, None,,,,
28774187, None,,,,
28446937, None,,,,
28120067, None,,,,
28079245, None,,,,
28059665, None,,,,
28024695,29190985,29081663,28925087,28894699,28679835
27846461, None,,,,
28083053, None,,,,
27872231, None,,,,
27767305, None,,,,
26567107,28288624,,,,
27763803, None,,,,
28230016, None,,,,
27981295, None,,,,
27872302,28594864,,,,
27846178, None,,,,
26438612, None,,,,
27798764, None,,,,
27371337, None,,,,
28331512,28919918,,,,
27706379, None,,,,
27739427,29268373,,,,
27703129, None,,,,
27681397, None,,,,
27657866,29186049,28910535,28684991,28338682,
27626686, None,,,,
27554054, None,,,,
27934250, None,,,,
27863507,28977530,28622300,,,
27458008,28095716,,,,
27542620,28488703,28106845,,,
27711699, None,,,,
27605815, None,,,,
27604570,29507644,29308096,28694875,28587194,28507539
27460898,28880471,28396983,,,
26886193, None,,,,
27942479, None,,,,
27799785, None,,,,
27783646,28594828,28587248,28552949,28296946,
27775465,28116590,,,,
27749538,28867905,28767593,28676832,28484650,28422892
27736936,28636659,,,,
27648480,29057042,,,,
27617005, None,,,,
27616881, None,,,,
27548215,29267346,28545223,,,
27508434, None,,,,
27507648,28750280,,,,
27490366,28033093,,,,
27442160, None,,,,
27428477, None,,,,
27312347, None,,,,
27227402, None,,,,
27191746,29268551,29085458,,,
27056191,28878503,28729554,28452018,28424728,
26857281,29435022,29147072,28890699,28482915,28298211
26825983, None,,,,
26114310, None,,,,
26000912, None,,,,
25565452, None,,,,
27688736,29449542,28789687,28717185,28588425,28424584
27659310,29206168,28651563,,,
27656152, None,,,,
27649661, None,,,,
27605782, None,,,,
27581267, None,,,,
27525719,29371965,28796930,28153095,,
27420918,28580209,,,,
27268413,28764741,28757582,28596733,27630541,
27058318, None,,,,
27516741,28529481,,,,
27439973,29422082,29301540,29267503,29221147,29187891
27438539, None,,,,
27365963,28479828,,,,
27165857,28120887,27729449,,,
27163758,28883795,28070511,27906655,27729340,27241354
27134183, None,,,,
27113112, None,,,,
26801671, None,,,,
27621630,29453349,,,,
27517907,28788052,,,,
27481417, None,,,,
27454733, None,,,,
27454729, None,,,,
27277550, None,,,,
27238747, None,,,,
27177293, None,,,,
27124394, None,,,,
26179613,29456663,29113309,28977822,28544627,28261054
27516793,28471977,,,,
27445673,28558815,,,,
27274634, None,,,,
27257256,29342118,29145427,27694820,27489146,
27039209,29130485,29042981,28331850,,
26687644,28679835,28061481,27622076,,
26678893,28969042,,,,
28299270,28713759,,,,
27483303,28441318,28069376,,,
27471887,28558815,,,,
27468697, None,,,,
27458462,28493970,,,,
27458247, None,,,,
27445489, None,,,,
27421008,28943958,,,,
27382348,29284063,28551846,27999412,27990124,27955696
27196768,28742836,,,,
27189674, None,,,,
27136078,29016691,28852223,28730142,28705213,28609472
27038757, None,,,,
25895660,27158344,,,,
27548421, None,,,,
27283091, None,,,,
27283089, None,,,,
27283087, None,,,,
27173339,27677077,,,,
27164069, None,,,,
27101122, None,,,,
27058042, None,,,,
27020984, None,,,,
26997557,29450666,29316945,29229563,29090174,29066930
26619843, None,,,,
26385770,27738322,27602960,,,
26206498,29100442,28574848,28521446,28337290,28042511
27578898, None,,,,
27433467, None,,,,
27433406, None,,,,
27342568,27729068,,,,
27203611, None,,,,
27121303,27792998,,,,
26715275,29048650,28983587,,,
27185753, None,,,,
27173273, None,,,,
27123307,28955127,28126408,28110213,28085069,27672440
27119766, None,,,,
27072064,28771532,28356713,28133563,27708347,
26935869, None,,,,
26903516,28446911,28058212,,,
26563457, None,,,,
26508029,28422735,27183310,,,
26408293,29119054,28978307,28928875,28356485,
25682969,29212257,27354342,26918045,,
27323092,29394946,29257267,,,
27323070, None,,,,
27323064, None,,,,
27323022,29382357,28754964,28042497,27846237,
27283088, None,,,,
27283086, None,,,,
27274315, None,,,,
27242466,29416850,,,,
27168883,28723767,28018524,,,
27163784,28317022,,,,
27155204, None,,,,
27135839,29085352,28502769,28323456,,
27135765, None,,,,
27101121, None,,,,
26946114, None,,,,
26921605, None,,,,
26762634, None,,,,
26662316,29445078,29151926,28559994,28018100,27556188
26662304,28423522,,,,
26224480,28938564,27917340,27193084,,
27073740,28634464,27895978,27477685,,
27019772,27445829,27328968,,,
27005886, None,,,,
26985948, None,,,,
26937209, None,,,,
26934204,28819432,27646173,27274198,,
26878172,28553320,,,,
26786924,28980424,,,,
26711633,28443122,28326090,,,
26317848,29100496,28689146,27841877,27423045,27348158
27358149, None,,,,
27195222,27583231,,,,
27173188,29039607,,,,
27103825, None,,,,
26980236,27777755,,,,
26831366,27699555,,,,
28335200,29361726,28353626,,,
26593568, None,,,,
26498640, None,,,,
27103896,27932940,,,,
26909219,27606128,,,,
26907300,27809245,27608020,,,
28787919, None,,,,
26891413, None,,,,
26876227, None,,,,
26865835,28690427,,,,
26861665,28676762,28577578,27766006,27398627,
26854225, None,,,,
26844455, None,,,,
26764196, None,,,,
26353858,27858906,,,,
24132736, None,,,,
27158604, None,,,,
27051014,28415638,28103585,28009984,,
26998043, None,,,,
26987594,28165454,28106797,27799222,27583660,
26980572,29296207,28468640,27725907,27725900,27633443
26958809,28652424,27648121,27340864,,
26903631, None,,,,
26888279, None,,,,
26876934, None,,,,
26751128, None,,,,
26667812, None,,,,
26471559, None,,,,
26423405,29118671,28983587,28178679,28096697,27777493
25524637,27375913,26955792,,,
28050281,28785485,,,,
27853675,28265540,,,,
27833719, None,,,,
27429979,29487703,29218104,29050246,28932745,
27294142,29392122,28680885,,,
27069556, None,,,,
26981138,27818702,,,,
26862451,27127707,,,,
26854055, None,,,,
26825922,27895751,27243049,,,
26770654,28830679,28077988,27555493,,
26730579,26943177,,,,
28484499, None,,,,
26670466,29087782,28560001,27743144,27659529,
26598533, None,,,,
26382927,28671061,28218890,27211251,27086732,26382927
26250458,27587582,,,,
26242261,28928862,28789337,,,
26224479,29269995,28465486,28105318,27800303,27223438
26165557, None,,,,
25421212,29312699,29158308,29113309,28544627,28454388
25005584,29075099,28721013,27536071,,
26949460,27114789,,,,
